id,carat,cut,color,clarity,depth,table,price,x,y,z
354,1.01,Good,F,VS2,63.1,60.0,6416,6.36,6.39,4.02
355,1.15,Very Good,E,SI2,63.1,63.0,5193,6.63,6.53,4.15
356,1.25,Ideal,E,VVS1,62.6,56.0,13536,6.83,6.91,4.3
357,0.58,Ideal,G,SI1,61.4,55.8,1442,5.34,5.38,3.29
358,0.51,Ideal,F,IF,62.5,54.0,2730,5.12,5.16,3.21
359,0.3,Premium,E,SI1,59.5,58.0,526,4.39,4.42,2.62
360,0.54,Ideal,E,VS2,61.7,55.0,1847,5.27,5.24,3.24
361,0.98,Ideal,G,SI2,61.7,56.0,4470,6.36,6.4,3.93
362,0.31,Ideal,G,VS1,61.4,56.0,802,4.37,4.36,2.68
363,0.7,Premium,I,VS1,61.7,61.0,2234,5.69,5.63,3.49
364,1.04,Ideal,I,SI1,63.0,56.0,4135,6.49,6.39,4.06
365,2.01,Premium,H,SI1,58.2,62.0,16287,8.26,8.21,4.79
366,0.62,Premium,E,VS1,62.2,58.0,2196,5.41,5.46,3.38
367,0.55,Ideal,I,SI1,61.3,55.0,1134,5.3,5.33,3.26
368,1.26,Ideal,G,SI2,61.8,57.0,6362,6.93,6.95,4.29
369,1.53,Premium,G,VS2,61.8,59.0,12717,7.45,7.31,4.56
370,1.18,Premium,I,SI1,61.8,58.0,5617,6.78,6.74,4.18
371,0.34,Ideal,E,SI2,62.9,56.0,612,4.48,4.45,2.81
372,0.33,Premium,D,VS2,60.8,60.0,762,4.52,4.46,2.73
373,0.31,Premium,G,VS1,60.4,59.0,695,4.41,4.37,2.65
374,0.32,Ideal,F,IF,62.2,54.0,943,4.4,4.44,2.75
375,1.2,Very Good,H,SI1,63.3,56.0,4637,6.75,6.72,4.26
376,0.24,Very Good,E,VS2,64.5,57.0,367,3.88,3.93,2.52
377,2.11,Very Good,J,SI2,60.8,61.0,12771,8.21,8.36,5.04
378,0.61,Premium,H,VS2,62.8,59.0,1719,5.44,5.3,3.37
379,0.75,Ideal,E,SI1,61.3,57.0,3053,5.84,5.91,3.6
380,0.57,Good,G,SI1,63.3,55.0,1364,5.29,5.32,3.36
381,0.36,Very Good,F,VVS2,61.6,55.0,872,4.58,4.6,2.83
382,1.07,Premium,F,VS1,60.6,61.0,6885,6.62,6.56,3.99
383,0.4,Premium,G,VS1,60.7,58.0,877,4.78,4.81,2.91
384,0.41,Very Good,E,VVS1,59.8,62.0,1057,4.79,4.84,2.88
385,1.2,Good,I,VS1,59.6,61.0,5818,6.84,6.89,4.09
386,1.01,Very Good,H,SI1,62.7,58.0,4743,6.36,6.34,3.98
387,0.34,Ideal,D,VS1,60.3,57.0,914,4.52,4.55,2.73
388,0.36,Premium,F,SI1,62.3,59.0,770,4.56,4.5,2.82
389,0.38,Ideal,J,VS2,62.3,55.0,572,4.63,4.65,2.89
390,0.36,Very Good,E,VS2,62.9,56.0,631,4.52,4.54,2.85
391,1.21,Ideal,J,VS2,59.6,57.0,4968,6.98,6.94,4.15
392,0.42,Very Good,H,VVS1,60.9,62.0,1026,4.8,4.86,2.94
393,0.3,Very Good,H,VS2,63.5,59.0,608,4.27,4.2,2.69
394,1.0,Good,F,SI2,65.7,62.0,4102,6.15,6.21,4.06
395,0.55,Very Good,F,VS1,61.2,56.4,1975,5.28,5.33,3.25
396,0.65,Premium,E,SI1,60.5,59.0,1828,5.61,5.49,3.36
397,0.71,Premium,D,SI1,60.6,58.0,2863,5.79,5.77,3.5
398,0.51,Ideal,G,VS2,61.3,55.0,1557,5.16,5.19,3.17
399,0.24,Premium,I,VS1,62.5,57.0,355,3.97,3.94,2.47
400,2.04,Ideal,I,SI1,60.2,56.0,16718,8.19,8.26,4.95
401,0.38,Ideal,H,VS1,62.2,53.7,768,4.63,4.68,2.9
402,0.42,Very Good,G,VVS2,58.5,63.0,1181,4.9,4.88,2.86
403,0.5,Ideal,D,VS1,61.0,56.0,1893,5.13,5.17,3.14
404,0.4,Very Good,E,VS2,63.8,55.0,791,4.66,4.71,2.99
405,0.31,Very Good,G,VVS1,59.8,62.0,761,4.35,4.41,2.62
406,0.54,Premium,F,VS2,59.4,57.0,1786,5.35,5.29,3.16
407,0.34,Ideal,G,VVS1,62.1,57.0,895,4.45,4.47,2.77
408,0.36,Ideal,F,VVS1,61.0,55.0,1028,4.6,4.62,2.81
409,0.37,Fair,D,IF,61.2,57.0,1440,4.68,4.73,2.88
410,0.81,Good,F,SI1,64.3,53.0,2718,5.91,5.97,3.81
411,0.47,Very Good,F,VVS2,62.1,56.0,1616,4.96,4.99,3.09
412,0.33,Ideal,E,VVS2,61.7,57.0,868,4.41,4.44,2.73
413,0.87,Premium,F,SI2,61.6,58.0,2999,6.14,6.1,3.77
414,1.52,Premium,J,VS1,62.2,59.0,8426,7.32,7.38,4.57
415,0.7,Very Good,I,VS1,63.1,54.0,2129,5.61,5.67,3.56
416,1.03,Premium,E,SI1,61.3,60.0,5101,6.53,6.51,4.0
417,0.7,Premium,G,SI2,62.5,62.0,1814,5.58,5.56,3.48
418,0.72,Ideal,D,VS1,62.3,54.0,3622,5.74,5.79,3.59
419,0.31,Ideal,H,VS1,61.8,54.2,557,4.33,4.37,2.69
420,0.31,Ideal,H,VVS1,62.2,56.0,707,4.34,4.37,2.71
421,1.58,Very Good,H,VS1,60.3,62.0,12483,7.53,7.57,4.55
422,0.57,Very Good,G,SI1,61.1,57.0,1433,5.32,5.35,3.26
423,1.01,Ideal,E,SI1,61.8,57.0,5262,6.39,6.49,3.98
424,0.73,Ideal,E,VS2,61.9,55.0,3275,5.76,5.8,3.57
425,0.32,Premium,F,VS2,61.5,58.0,645,4.39,4.42,2.71
426,1.67,Very Good,H,SI1,59.4,61.0,11146,7.73,7.78,4.61
427,2.04,Very Good,I,VS2,62.5,58.0,16874,8.09,8.22,5.1
428,0.7,Premium,J,VS1,60.9,58.0,2005,5.73,5.66,3.47
429,0.5,Ideal,E,VS1,61.1,58.0,2034,5.12,5.08,3.11
430,0.41,Ideal,F,VS1,62.0,56.0,1076,4.81,4.77,2.97
431,0.68,Very Good,E,SI2,63.1,54.5,1821,5.61,5.64,3.55
432,0.34,Ideal,F,VVS2,61.8,55.0,1003,4.46,4.51,2.77
433,0.58,Ideal,H,VS2,61.2,56.0,1755,5.41,5.39,3.3
434,0.9,Good,E,VS1,59.3,56.0,5356,6.27,6.32,3.73
435,1.5,Premium,F,VS1,60.2,59.0,16783,7.41,7.37,4.45
436,0.4,Ideal,D,VVS1,61.8,55.0,1754,4.72,4.76,2.93
437,0.92,Ideal,H,VS2,62.2,55.0,4568,6.21,6.27,3.88
438,0.31,Good,D,SI1,63.4,58.0,571,4.32,4.35,2.75
439,0.34,Ideal,E,VS1,62.2,55.0,805,4.49,4.52,2.8
440,0.32,Premium,G,IF,59.9,58.0,1020,4.43,4.42,2.65
441,1.06,Very Good,E,SI1,63.7,55.0,5445,6.45,6.49,4.12
442,0.3,Ideal,G,VS2,61.7,56.0,675,4.35,4.31,2.67
443,0.7,Good,H,SI1,64.2,58.0,1771,5.59,5.62,3.6
444,1.2,Premium,F,VS1,62.3,58.0,8580,6.78,6.71,4.2
445,1.22,Very Good,J,SI2,62.2,60.0,4058,6.77,6.89,4.25
446,2.01,Good,E,SI1,58.7,59.0,18027,8.23,8.27,4.84
447,0.35,Premium,E,VS2,61.4,58.0,853,4.55,4.51,2.78
448,1.22,Premium,H,SI2,60.7,59.0,5671,6.91,6.87,4.18
449,0.62,Ideal,E,SI1,61.5,57.0,1749,5.44,5.49,3.36
450,1.25,Very Good,G,VS2,62.2,57.0,8941,6.84,6.88,4.27
451,0.26,Ideal,H,VS1,62.3,54.0,482,4.07,4.11,2.55
452,1.19,Premium,I,SI1,62.2,58.0,4865,6.77,6.73,4.2
453,0.32,Premium,G,VS1,61.4,58.0,828,4.4,4.36,2.69
454,0.5,Premium,F,VS1,61.3,59.0,1838,5.15,5.09,3.14
455,1.52,Ideal,G,SI2,61.9,57.0,7108,7.43,7.38,4.58
456,0.51,Very Good,D,VVS2,62.4,58.0,2220,5.1,5.13,3.19
457,0.6,Ideal,H,SI1,61.4,55.0,1766,5.46,5.49,3.36
458,0.35,Ideal,F,VS2,62.1,56.0,906,4.57,4.54,2.83
459,1.15,Premium,G,VS1,63.0,60.0,7032,6.68,6.6,4.18
460,0.35,Ideal,E,VVS1,62.0,56.0,1116,4.58,4.51,2.82
461,0.39,Ideal,F,SI1,60.1,58.0,697,4.74,4.78,2.86
462,0.56,Premium,F,SI2,59.1,58.0,1225,5.44,5.38,3.2
463,0.74,Very Good,E,VVS1,63.5,58.0,3993,5.78,5.72,3.65
464,0.72,Ideal,D,SI1,62.2,56.0,3322,5.77,5.74,3.58
465,1.16,Ideal,F,VS1,61.9,54.0,9348,6.75,6.79,4.19
466,0.43,Premium,F,VVS2,61.6,60.0,1169,4.82,4.86,2.98
467,2.09,Good,J,VS2,57.2,64.0,11576,8.51,8.46,4.85
468,0.31,Ideal,G,VVS1,61.9,54.0,789,4.35,4.37,2.7
469,0.35,Ideal,G,VS2,62.5,53.0,615,4.53,4.56,2.84
470,1.04,Premium,H,SI1,58.5,62.0,4659,6.67,6.64,3.89
471,0.27,Ideal,I,VVS2,61.2,56.0,587,4.18,4.2,2.56
472,1.0,Good,F,SI1,64.0,57.0,4452,6.33,6.29,4.04
473,1.11,Ideal,D,VVS1,61.6,55.0,14667,6.7,6.68,4.12
474,0.32,Premium,E,VVS1,61.8,59.0,1020,4.39,4.35,2.7
475,0.32,Premium,F,VS2,61.4,60.0,645,4.38,4.42,2.7
476,0.5,Fair,H,VS2,62.4,69.0,1122,5.07,4.99,3.14
477,2.01,Very Good,H,SI2,60.5,61.0,16140,8.09,8.14,4.91
478,1.46,Premium,I,SI2,62.4,59.0,5519,7.21,7.16,4.49
479,0.4,Ideal,G,IF,61.9,56.0,1570,4.7,4.76,2.93
480,1.29,Ideal,G,VS2,62.9,57.0,7080,6.91,6.89,4.34
481,0.32,Ideal,E,VS2,61.8,55.0,900,4.43,4.4,2.73
482,0.31,Ideal,G,VVS2,62.4,56.0,907,4.36,4.33,2.71
483,1.28,Good,H,SI2,63.8,55.0,4516,6.84,6.79,4.35
484,0.3,Premium,H,SI1,61.6,62.0,540,4.3,4.24,2.63
485,1.04,Very Good,G,VS2,62.8,56.0,6424,6.42,6.48,4.05
486,1.59,Ideal,E,SI2,62.3,55.0,11251,7.52,7.48,4.67
487,1.2,Ideal,D,VS1,61.0,59.0,11053,6.79,6.85,4.16
488,1.3,Premium,H,VS1,61.5,58.0,7714,6.96,6.98,4.29
489,0.91,Ideal,D,VS2,60.9,57.0,6444,6.26,6.32,3.83
490,1.52,Very Good,I,SI2,59.8,62.0,7866,7.41,7.47,4.45
491,0.6,Very Good,J,VS1,62.6,56.0,1378,5.37,5.41,3.37
492,1.09,Ideal,G,VVS2,61.8,56.0,8753,6.58,6.62,4.08
493,0.33,Ideal,H,SI1,61.7,55.0,564,4.43,4.46,2.74
494,0.4,Very Good,G,IF,61.8,58.0,1173,4.69,4.73,2.91
495,1.03,Fair,D,SI1,64.4,61.0,4845,6.33,6.25,4.05
496,1.05,Ideal,F,SI2,60.3,55.0,4987,6.55,6.68,3.99
497,0.3,Ideal,G,VS1,61.5,56.0,605,4.28,4.34,2.65
498,1.0,Ideal,E,VS2,61.6,57.0,6600,6.38,6.44,3.95
499,0.44,Premium,H,VS2,61.3,58.0,810,4.88,4.91,3.0
500,1.0,Very Good,F,VS2,63.3,55.0,6382,6.34,6.29,4.0
501,1.11,Ideal,F,VS2,60.9,57.0,8233,6.69,6.75,4.09
502,1.0,Very Good,E,SI2,61.9,59.0,4311,6.39,6.43,3.97
503,0.31,Premium,H,VS2,62.2,58.0,489,4.31,4.34,2.69
504,0.91,Fair,D,VS2,64.5,55.0,4765,6.24,6.07,3.97
505,0.25,Very Good,F,VVS2,61.6,57.0,633,4.05,4.07,2.5
506,1.02,Fair,J,SI1,66.8,55.0,3027,6.25,6.18,4.15
507,1.0,Very Good,I,VS1,63.3,55.0,4516,6.39,6.34,4.03
508,1.06,Ideal,I,SI2,61.3,56.0,4092,6.55,6.59,4.03
509,0.42,Ideal,H,IF,61.7,55.0,1216,4.82,4.84,2.98
510,1.21,Ideal,H,VVS1,62.8,55.0,8286,6.78,6.82,4.27
511,0.9,Good,I,VS2,63.7,61.0,3303,6.06,6.1,3.87
512,0.9,Very Good,I,SI1,62.3,58.0,3580,6.12,6.17,3.83
513,0.56,Premium,D,SI1,60.6,59.0,1814,5.36,5.34,3.24
514,0.3,Ideal,E,SI1,61.9,57.0,675,4.33,4.29,2.67
515,0.23,Premium,F,VVS2,61.3,59.0,571,3.99,3.94,2.43
516,0.33,Ideal,D,SI1,62.8,56.0,780,4.43,4.39,2.77
517,0.35,Good,G,SI1,63.8,54.0,669,4.48,4.46,2.85
518,0.52,Ideal,D,SI2,62.9,56.0,1385,5.17,5.14,3.24
519,1.25,Ideal,G,VS2,61.5,58.0,9282,6.88,6.93,4.25
520,0.41,Ideal,F,IF,62.2,54.0,1151,4.76,4.79,2.97
521,0.57,Ideal,H,VS1,60.9,56.0,1800,5.34,5.36,3.26
522,1.5,Premium,H,IF,63.0,59.0,13107,7.3,7.23,4.58
523,0.5,Ideal,D,VS1,63.0,57.0,1571,5.06,5.0,3.17
524,1.23,Ideal,G,VVS2,60.8,57.0,10646,6.89,6.92,4.2
525,0.3,Ideal,H,VVS2,62.8,57.0,776,4.25,4.22,2.66
526,0.31,Ideal,G,IF,61.0,56.0,891,4.38,4.41,2.68
527,0.9,Premium,G,VS1,62.7,60.0,4460,6.13,6.06,3.82
528,2.0,Ideal,J,VS2,61.0,57.0,14323,8.08,8.13,4.94
529,2.67,Good,F,SI2,63.8,58.0,18686,8.69,8.64,5.54
530,0.55,Ideal,F,VVS2,61.5,57.0,2294,5.24,5.27,3.23
531,1.05,Premium,I,SI2,58.3,57.0,2911,6.72,6.67,3.9
532,1.07,Ideal,G,VVS1,60.9,56.0,8895,6.6,6.67,4.04
533,0.53,Good,E,SI1,56.7,59.0,1246,5.39,5.37,3.05
534,0.37,Very Good,G,VS2,62.8,60.0,649,4.55,4.59,2.87
535,0.52,Premium,F,VS2,61.4,62.0,1605,5.19,5.16,3.18
536,0.42,Ideal,D,VS1,61.5,54.0,1179,4.79,4.84,2.96
537,0.41,Premium,G,SI1,61.3,58.0,719,4.76,4.8,2.93
538,2.4,Good,I,SI1,56.9,62.0,18541,8.87,8.81,5.03
539,0.7,Very Good,H,SI2,63.8,59.0,1807,5.6,5.63,3.58
540,0.72,Very Good,H,SI1,63.7,57.0,2168,5.66,5.7,3.62
541,0.41,Very Good,G,VS2,61.7,61.0,827,4.7,4.74,2.91
542,0.41,Ideal,D,VVS2,61.1,56.0,1105,4.78,4.81,2.93
543,0.36,Premium,G,SI2,59.3,59.0,608,4.66,4.62,2.75
544,0.35,Good,G,VS1,58.6,60.5,721,4.62,4.68,2.72
545,0.52,Fair,F,IF,64.6,58.0,2144,5.04,5.17,3.3
546,1.71,Premium,J,SI1,61.9,58.0,7757,7.62,7.56,4.7
547,0.55,Premium,H,VS2,59.9,61.0,1270,5.31,5.28,3.17
548,0.72,Premium,F,VVS2,61.1,58.0,3250,5.78,5.84,3.55
549,1.01,Ideal,G,VS2,62.4,57.0,6340,6.39,6.36,3.98
550,0.4,Ideal,J,VS2,62.9,57.0,765,4.75,4.7,2.97
551,1.51,Ideal,F,SI1,62.3,57.0,12459,7.33,7.3,4.56
552,0.34,Ideal,G,VVS1,62.1,55.0,956,4.49,4.46,2.78
553,0.54,Ideal,E,VS2,61.7,55.0,1609,5.23,5.2,3.22
554,0.71,Very Good,F,SI2,59.5,58.0,2129,5.82,5.87,3.48
555,1.0,Premium,G,SI2,62.2,59.0,4480,6.39,6.35,3.96
556,0.32,Ideal,E,VVS2,61.5,57.0,842,4.4,4.41,2.71
557,0.4,Premium,D,SI1,61.7,58.0,772,4.7,4.74,2.91
558,1.66,Ideal,I,VS1,61.0,55.0,10691,7.67,7.64,4.67
559,0.34,Ideal,G,IF,61.7,55.0,1014,4.48,4.5,2.77
560,0.35,Ideal,F,VVS2,61.9,54.0,795,4.55,4.59,2.83
561,0.41,Ideal,I,IF,62.6,57.0,1076,4.78,4.74,2.98
562,0.54,Ideal,I,VS2,61.1,55.0,1259,5.27,5.31,3.23
563,0.3,Ideal,H,VVS2,61.5,57.0,776,4.34,4.31,2.66
564,1.02,Ideal,G,VVS1,61.5,57.0,8168,6.44,6.47,3.97
565,0.7,Ideal,J,SI1,62.3,57.0,1974,5.69,5.71,3.55
566,0.41,Good,G,I1,63.8,56.0,600,4.74,4.7,3.01
567,1.2,Ideal,J,SI1,61.6,57.0,4831,6.79,6.87,4.21
568,0.52,Ideal,E,VS2,61.9,56.0,1689,5.12,5.16,3.18
569,1.0,Premium,F,VS2,62.6,60.0,6352,6.29,6.37,3.96
570,0.39,Premium,F,VVS1,62.7,57.0,1290,4.68,4.64,2.92
571,1.24,Very Good,G,VS2,61.5,58.0,7660,6.89,6.94,4.25
572,0.91,Ideal,E,SI2,60.8,56.0,3898,6.29,6.25,3.81
573,0.43,Very Good,G,VVS2,61.7,56.0,976,4.84,4.88,2.99
574,0.51,Very Good,D,VS1,61.0,57.0,1756,5.15,5.18,3.15
575,0.38,Premium,I,SI1,60.5,58.0,746,4.72,4.67,2.84
576,0.7,Premium,D,VS1,62.5,59.0,3365,5.69,5.64,3.54
577,1.33,Ideal,G,VVS2,62.6,57.0,12209,7.04,6.99,4.39
578,0.73,Ideal,I,VVS2,61.9,55.0,2513,5.8,5.84,3.6
579,0.7,Good,G,VVS1,58.5,62.0,3380,5.8,5.82,3.4
580,1.54,Very Good,I,VVS2,62.7,57.0,10518,7.35,7.43,4.63
581,1.02,Premium,F,SI1,62.3,58.0,5301,6.38,6.46,4.0
582,0.66,Very Good,E,VVS1,61.8,55.0,3309,5.6,5.66,3.48
583,1.01,Fair,H,VVS2,65.0,55.0,4355,6.31,6.27,4.09
584,0.5,Premium,E,SI1,60.2,58.0,1415,5.18,5.15,3.11
585,0.71,Very Good,F,VS1,62.6,55.0,2893,5.66,5.71,3.56
586,1.12,Premium,G,I1,60.4,59.0,2383,6.71,6.67,0.0
587,0.92,Very Good,F,SI1,62.9,56.0,4037,6.2,6.24,3.91
588,1.01,Very Good,F,VS1,62.9,58.0,7455,6.29,6.31,3.96
589,1.52,Ideal,H,SI1,60.1,60.0,9235,7.5,7.42,4.48
590,0.51,Premium,E,SI2,61.7,58.0,1265,5.14,5.07,3.15
591,0.3,Premium,G,VS1,61.4,60.0,605,4.3,4.33,2.65
592,1.03,Premium,G,VS1,62.2,59.0,6628,6.41,6.46,4.0
593,0.33,Ideal,H,IF,61.4,54.0,838,4.47,4.49,2.75
594,0.9,Premium,G,VS2,61.1,58.0,4152,6.22,6.25,3.81
595,0.5,Ideal,H,VVS1,60.6,55.0,1838,5.17,5.13,3.12
596,0.71,Premium,E,SI1,60.1,60.0,2552,5.78,5.73,3.45
597,0.41,Ideal,G,VVS2,60.9,56.0,960,4.81,4.84,2.94
598,0.3,Ideal,H,VVS1,63.0,54.0,878,4.3,4.27,2.7
599,0.35,Premium,E,SI2,59.9,61.0,672,4.59,4.56,2.74
600,0.53,Ideal,F,VVS2,62.3,56.0,1943,5.2,5.24,3.25
601,1.06,Ideal,E,VS1,62.1,57.0,8413,6.49,6.52,4.04
602,0.5,Ideal,G,VVS1,62.1,53.5,1865,5.08,5.13,3.17
603,0.3,Premium,F,VS2,62.5,58.0,605,4.29,4.32,2.69
604,1.25,Ideal,I,SI2,62.0,57.0,5259,6.85,6.92,4.27
605,0.78,Premium,J,SI2,60.6,58.0,2022,5.94,5.91,3.59
606,1.12,Ideal,G,SI1,62.0,55.0,5451,6.65,6.68,4.13
607,0.26,Ideal,D,VVS2,61.4,56.0,769,4.15,4.12,2.54
608,0.58,Ideal,E,VS2,60.9,59.0,1698,5.36,5.44,3.29
609,0.3,Very Good,E,SI2,61.7,61.0,421,4.29,4.33,2.66
610,0.5,Ideal,H,SI1,62.5,57.0,1140,5.06,5.08,3.17
611,0.5,Fair,E,SI2,68.6,56.0,871,4.87,4.75,3.3
612,0.33,Premium,J,VS1,61.5,61.0,557,4.46,4.39,2.72
613,0.51,Ideal,G,VVS2,61.8,56.0,1974,5.16,5.1,3.17
614,0.76,Premium,F,SI1,62.5,59.0,2443,5.79,5.77,3.61
615,1.55,Ideal,J,VS1,60.4,57.0,8548,7.52,7.54,4.55
616,0.32,Premium,F,VS2,59.5,61.0,828,4.46,4.42,2.64
617,0.33,Premium,E,VS1,61.5,59.0,781,4.42,4.46,2.73
618,1.05,Fair,G,VS2,65.5,57.0,5673,6.38,6.34,4.17
619,1.24,Ideal,D,SI1,60.4,57.0,8457,6.95,7.02,4.22
620,1.22,Premium,H,VS1,58.9,59.0,7283,7.02,6.96,4.12
621,0.36,Ideal,D,VVS2,62.0,54.0,1033,4.57,4.63,2.85
622,0.65,Ideal,J,SI1,61.4,55.0,1276,5.58,5.62,3.44
623,0.59,Premium,H,VVS2,62.3,55.0,1886,5.42,5.33,3.35
624,1.05,Ideal,F,SI1,60.6,59.0,5586,6.51,6.56,3.96
625,0.9,Very Good,G,VS1,61.3,61.0,4515,6.15,6.25,3.8
626,0.36,Ideal,E,VS2,61.1,57.0,864,4.61,4.56,2.8
627,0.55,Ideal,G,VVS2,60.5,58.0,2016,5.3,5.34,3.22
628,1.0,Very Good,E,SI2,59.6,59.0,4321,6.48,6.51,3.87
629,1.0,Ideal,H,SI2,62.5,54.0,4163,6.32,6.38,3.97
630,1.11,Very Good,H,SI2,59.8,60.0,4456,6.66,6.75,4.01
631,0.9,Premium,I,VS2,61.8,59.0,3398,6.15,6.21,3.82
632,0.38,Very Good,G,SI1,57.5,60.0,599,4.83,4.88,2.79
633,1.22,Ideal,G,SI2,62.3,57.0,5296,6.85,6.8,4.25
634,1.01,Ideal,D,VVS1,62.5,55.0,11661,6.39,6.44,4.01
635,0.73,Good,G,I1,63.9,55.0,1210,5.76,5.69,3.65
636,0.32,Premium,H,SI2,60.4,59.0,504,4.42,4.39,2.66
637,0.32,Premium,E,VS2,60.5,58.0,702,4.44,4.48,2.7
638,0.47,Ideal,H,VS2,62.7,55.0,989,4.95,5.08,3.15
639,0.51,Very Good,E,SI1,63.1,56.0,1305,5.07,5.1,3.21
640,1.13,Ideal,D,SI1,61.4,56.0,7066,6.69,6.74,4.12
641,0.3,Fair,F,SI1,63.1,58.0,496,4.3,4.22,2.69
642,2.1,Fair,G,SI2,61.4,66.0,11946,8.26,8.19,5.05
643,0.4,Ideal,J,VS1,62.2,54.0,633,4.72,4.76,2.95
644,0.33,Premium,F,VS2,62.4,58.0,666,4.37,4.41,2.74
645,1.01,Good,D,SI2,63.6,57.0,4719,6.35,6.39,4.05
646,1.06,Premium,G,VVS2,62.4,55.0,7627,6.54,6.5,4.07
647,0.47,Ideal,I,IF,62.2,55.0,1178,4.99,5.01,3.11
648,0.74,Ideal,H,VS1,61.6,55.0,3030,5.79,5.83,3.58
649,0.71,Premium,E,SI1,59.1,60.0,2441,5.87,5.84,3.46
650,0.32,Ideal,D,SI1,61.3,55.0,589,4.39,4.42,2.7
651,1.04,Premium,I,SI1,62.5,62.0,4252,6.45,6.39,4.01
652,0.5,Very Good,E,VS2,62.8,60.0,1559,5.02,5.08,3.17
653,1.07,Very Good,F,SI2,59.4,60.0,4552,6.68,6.75,3.99
654,0.51,Very Good,E,SI1,62.3,58.0,1438,5.05,5.12,3.17
655,1.01,Premium,F,VS2,62.8,59.0,6533,6.41,6.33,4.0
656,1.53,Premium,G,VS1,60.2,59.0,13119,7.5,7.45,4.5
657,0.34,Premium,E,SI2,61.5,58.0,612,4.52,4.49,2.77
658,0.7,Premium,F,VVS2,62.5,59.0,3018,5.68,5.61,3.53
659,1.26,Ideal,G,VVS1,61.7,56.0,11218,6.96,6.98,4.3
660,0.41,Premium,E,SI2,62.9,58.0,876,4.77,4.74,2.99
661,1.17,Premium,H,SI1,58.5,62.0,5831,6.95,6.9,4.05
662,0.56,Ideal,G,SI1,61.2,59.0,1322,5.26,5.32,3.24
663,0.33,Ideal,D,VS2,60.3,55.0,667,4.5,4.52,2.72
664,0.23,Very Good,F,VVS2,60.4,61.0,465,3.92,3.96,2.38
665,2.04,Premium,H,VS1,60.7,61.0,18104,8.18,8.1,4.94
666,1.41,Very Good,F,VS1,63.4,63.0,11010,7.13,6.97,4.47
667,1.5,Good,E,SI1,63.0,54.0,11368,7.19,7.26,4.55
668,0.35,Ideal,D,SI2,62.4,55.0,522,4.53,4.54,2.83
669,0.62,Premium,G,VS2,60.9,59.0,1841,5.52,5.48,3.35
670,1.01,Good,E,SI2,56.7,61.0,4413,6.68,6.7,3.79
671,0.4,Ideal,J,VS1,62.6,55.0,810,4.75,4.71,2.96
672,0.3,Ideal,H,VS2,61.7,56.0,491,4.32,4.34,2.67
673,0.53,Premium,E,VS2,60.9,60.0,1721,5.16,5.22,3.16
674,1.1,Good,G,SI2,60.5,61.0,4457,6.69,6.74,4.06
675,0.73,Ideal,G,VVS2,61.3,57.0,2843,5.81,5.84,3.57
676,0.32,Ideal,F,VS2,62.4,57.0,602,4.37,4.44,2.75
677,1.19,Ideal,G,VVS2,60.7,57.0,9587,6.8,6.85,4.14
678,0.3,Premium,G,VS1,62.1,60.0,776,4.3,4.24,2.65
679,0.4,Ideal,F,VS1,61.3,56.0,982,4.73,4.76,2.91
680,0.43,Ideal,H,VS2,60.7,55.0,857,4.96,4.89,2.99
681,1.29,Very Good,I,VS2,61.8,58.0,6537,6.94,6.98,4.3
682,0.9,Very Good,D,SI1,61.0,63.0,4381,6.1,6.13,3.73
683,0.72,Premium,I,SI1,60.6,57.0,1799,5.88,5.73,3.52
684,0.54,Ideal,H,SI1,61.0,56.0,1154,5.24,5.28,3.21
685,1.52,Ideal,D,VS2,61.6,57.0,12392,7.42,7.35,4.55
686,0.32,Ideal,E,VVS2,62.4,56.0,1109,4.43,4.39,2.75
687,0.34,Very Good,G,IF,59.4,56.0,917,4.59,4.63,2.74
688,0.79,Premium,D,SI2,60.0,60.0,2853,6.07,6.03,3.63
689,0.34,Premium,F,VS2,62.6,58.0,686,4.46,4.49,2.8
690,0.35,Ideal,H,SI2,60.3,55.0,474,4.61,4.65,2.79
691,0.56,Premium,E,SI1,62.5,59.0,1653,5.24,5.2,3.26
692,0.3,Ideal,G,SI1,62.3,54.0,469,4.29,4.32,2.68
693,0.32,Premium,G,VS1,61.0,59.0,828,4.43,4.39,2.69
694,1.52,Premium,F,VS2,62.3,56.0,14544,7.34,7.29,4.56
695,0.73,Good,H,VS1,64.1,58.8,2673,5.63,5.67,3.62
696,1.57,Premium,G,SI1,59.5,58.0,10914,7.56,7.61,4.51
697,1.24,Premium,I,VVS2,62.7,58.0,6383,6.85,6.89,4.31
698,1.51,Premium,E,VS1,62.7,58.0,16518,7.25,7.33,4.57
699,0.41,Ideal,F,VS1,61.3,55.0,1007,4.79,4.83,2.95
700,0.33,Premium,H,IF,61.7,59.0,1010,4.45,4.43,2.74
701,1.04,Good,G,VS2,61.4,65.0,5601,6.53,6.47,3.99
702,1.1,Very Good,H,SI1,62.9,57.0,5521,6.54,6.59,4.13
703,0.3,Ideal,G,VVS1,62.0,58.0,764,4.28,4.3,2.66
704,0.59,Very Good,E,VS1,60.0,56.0,2021,5.46,5.5,3.29
705,0.31,Ideal,I,VVS1,62.1,54.0,511,4.34,4.39,2.71
706,1.18,Good,D,SI2,60.7,63.0,5168,6.77,6.81,4.12
707,0.91,Fair,H,SI2,64.4,57.0,2763,6.11,6.09,3.93
